出表日期,報告年度,公司代號,公司名稱,用水量(公噸),資料範圍,用水密集度-密集度(公噸/單位),用水密集度-單位,取得驗證,水資源管理或減量目標
1111005,110,1618,合機,22567.0000,110年1-12月一.二.三廠自來水使用量22567噸,,,ISO14001,"1.廁所馬桶水箱如發現漏水，應即通知管理部門。
2.全體員工應隨時隨手將水龍頭關緊，避免浪費水資源，若發現水龍頭故障或洩漏時，應通知管理單位處理。"
1111005,110,1626,艾美特-KY,277845.0000,營運地深圳艾美特+九江艾美特,277845.0000,營業額,N,無資料
1111005,110,1701,中化,291076.0000,僅母公司,11.7700,營業額,N,"水資源管理:
更換節水設備、建置廢水回收循環系統，以及宣導節約用水。
目標：
以2016年為基準值，針對主要產品，從2021年對比2020年降低2%的能耗比率。"
1111005,110,1702,南僑,1628537.0000,資訊涵蓋台灣、中國大陸、泰國地區之製造單位及台灣、中國大陸餐飲事業,0.0825,營業額,N,"(1)優化產品製程、更新設備減少用水量。
(2)加強節約用水宣導，水資源回收專案啟動。"
1111005,110,1707,葡萄王,280.4300,葡萄王生技、葡眾企業,0.0348,每百萬營收,ISO 14001,"1.廢水排放完全符合法規且自主加嚴，優於放流水平均標準化學需氧量（COD）30%
2.平均綜合廢水排放削減率≧ 3%"
1111005,110,1708,東鹼,719840.8100,僅母公司,150.1200,百萬營業額,N,持續改善製程與非製程用水量，使用水密集度逐年下降。
1111005,110,1709,和益,110072.0000,僅母公司林園工廠,16.6700,百萬營業額,N,有效管理廢水處理，使排放水質符合國家放流水的標準，並定期進行廢水水質檢測，詳細請參本公司2021年ESG報告書。
1111005,110,1710,東聯,2105620.0000,母公司,0.1430,營業額；單位：公噸/仟元,N,"短期目標（2022年）: 日節水量減量2%(100公噸; 中期目標（2025年）: 日節水量減量20%(1000公噸), 計算水足跡; 長期目標（2030年）: 日節水量減量50%(2500公噸)"
1111005,110,1711,永光,824460.0000,合併財務報表之生產型廠區,88.5000,百萬元產值,ISO 14001,本公司體認水資源之有限，致力於用水回收率R2之提升；並持續精進廢水處理效能，以降低環境負荷。並訂立「用水回收率R2(%)」、「廢水處理符合率(%)」及「總取水量(ML)」等三項指標進行管理。
1111005,110,1712,興農,718567.0000,母公司王田廠區(王田廠、王田二廠、生物工廠),65.7000,植物保護產品佰萬元銷售額,N,本公司水資源管理政策採計量、減量、再利用。於各單位裝設計量表，隨時監控各項水資源耗用情形，並定期檢討單位產量之能耗。另透過工廠巡檢找出洩漏源並即時處理、改善製程、增加製程用水利用次數，減少排放。為減少地下水使用的衝擊，自109年起規劃廠區雨水回收系統，110年完成1000噸雨水回收儲槽選定及整備，預計111年起每年可節省1百萬公升取水量。另設定基準年為109年，預計至114年耗水量減少20%為目標，努力各項節水措施。
1111005,110,1713,國化,84820.0000,屏南分公司,84820.0000,產品,N,無
1111005,110,1714,和桐,17579.0000,高雄仁武廠,0.5800,產品,N,"保持水質源監控管理,定期盤查使用情形,符合法規管理要求,避免違規事情發生."
1111005,110,1717,長興,1227720.0000,包含合併財務報表之母子公司,1.8020,產品(公噸),ISO 5001 及 ISO14046:2014,每年總取用水量減少1%、每滴水使用次數於2025年達1.6次以上
1111005,110,1720,生達,147206.0000,生達一廠+生達二廠,5187.0000,營業額,N,透過節水宣導及節水措施達到減量
1111005,110,1721,三晃,194928.0000,母公司,7.9400,產品,確信準則公報第一號,透過對製程及設備了解與分析，並回收製程鍋爐用水，以降低自來水用量
1111005,110,1722,台肥,39486000.0000,母公司台中廠、苗栗廠、花蓮廠,41.7100,產品,N,為節約水資源及再循環利用，各廠亦持續執行各項節水措施，致力改善水處理系統和製程中的水資源耗用量，並提高製程產生廢水回收再利用率，如將製程中用於熱交換器之冷卻水重新回流循環使用，將水資源的衝擊減到最低。
1111005,110,1723,中碳,336000.0000,小港廠+屏南廠,336000.0000,營業額,N,2027以後之長期目標，用水密集度(用水度數/單位產量)累計平均降2%
1111005,110,1725,元禎,1847.0000,母公司,0.2209,百萬元營業額,N,"定期管線巡查,減少溢漏,穩定用量"
1111005,110,1726,永記,61190.0000,20210101-20211231,,,ISO14001,"我們深切瞭解水資源對永記造漆製程之重要性，然當今氣候變遷造成水資源嚴重缺乏，故我們積極落實水資源管理，使得用水量並未隨著產品量提升而呈等比例增加，本公司有效的執行節水方案，進行回收再利用，使得。本公司採取的節水方案包含：
（1）純水廢水回收再利用。
（2）清洗桶槽水回收再利用。
（3）桶槽包覆塑膠膜清洗。
（4）高壓水刀清洗桶槽等。"
1111005,110,1727,中華化,404.1850,桃園一廠、桃園二廠、彰化廠,0.0021,單位：百萬公升/產品,N,推動水回收再利用系統，減少補充及排放，用水回收率為19.35%
1111005,110,1730,花仙子,18780.0000,母公司,5.9800,營業額,N,節水及提升回收率
1111005,110,1731,美吾華,23348.0000,台北總公司、台中及高雄服務中心、楊梅工廠及物流中心,,,N,改善生產節水及宣導節約用水。
1111005,110,1732,毛寶,20939.0000,母公司,33.8050,噸CO2e/百萬營收,N,節水及提升水回收率
1111005,110,1733,五鼎,63526.0000,母公司,0.0182,營業額,N,用水強度年減1%。
1111005,110,1734,杏輝,129583.0000,母公司,0.0601,營業額仟元,N,已建立符合法規之廢水處理設備及設施，妥善與永續利用水資源，並訂定相關用水管理措施。
1111005,110,1735,日勝化,42476.0000,母公司,2.2139,產品,N,部分製程已經進行製程廢水回收，目前每月回收至少10噸。
1111005,110,1736,喬山,,,,,N,尚無相關政策
1111005,110,1737,臺鹽,12125453.0000,臺鹽總公司、妝品廠、保健廠、通霄廠、儲運所、七股鹽場共6場域,58.6490,產品,N,臺鹽公司全廠區單位於2021年皆能有效控制用水，並降低整體水資源使用量。其中由於2021年新冠疫情影響，保健廠相關產品產能因應市場需求有所提升，致使生產用水較2020年些微提高。在臺鹽全體同仁們努力下，產品用水密集度2021年相較2020年減少了14.2%，總用水量下降2.3%，充分展現節水措施的成果。
1111005,110,1752,南光,110107.0000,總公司年度總用水量，含民生用水,6185.7865,營業額,N,已連續五年每年減少用水量10%，未來朝向每年減量5%目標執行
1111005,110,1760,寶齡富錦,21100.0000,寶齡富錦生技股份有限公司平鎮廠,0.0376,每仟元產值,N,
1111005,110,1762,中化生,36103.0000,母公司,0.2000,產品,N,宣導節約用水、使用省水馬桶
1111005,110,1773,勝一,344005.0000,母公司,1.5922,產品,N,本公司推動水資源再生使用，評估永安工業廢水經處理後之循環再利用可行性。
1111005,110,1776,展宇,2670.0000,範圍為母公司(第一廠及第二廠),3.5224,以佰萬元營業額為單位,N,逐年增加雨水與回收水使用比率
1111005,110,1783,和康生,14262.0000,合併財務報表之母子公司,,,N,尚未擬定
1111005,110,1786,科妍,32258.0000,母公司,,,N,逐年遞減1%為目標。
1111005,110,1789,神隆,149461.0000,僅母公司，2021年1月~12月,,,N,"妥善與永續利用水資源，並訂定相關管理措施。提升水資源之使用效率，強化相關環境保護處理設施，以避免污染水、空
氣與土地；並盡最大努力減少對人類健康與環境之不利影響。
夏天冷卻水蒸發佔比較高其次為製程用水占比較高，其餘為生活用水。因應全球氣候變遷，水資源成為嚴肅課題，為有效
利用水資源，將空調冷凝水、RO濃縮廢水回收至冷卻水塔散熱後再利用，在辦公室方面，廁所全面安裝省水龍頭，以達節
約用水，為珍貴水資源的永續貢獻心力，實際措施如下。
1.本公司每年均配合主管機關南科管理局調查園區整體用水回收情形，填報「進駐廠商資料進行水回收問卷調查」計算出
本公司之廢水回收率。
2.空調冷凝水及純水系統排廢回收至冷卻水塔，再利用以達節省用水。
3.提高冷卻水塔濃縮倍數，減少冷卻水排放量。
4.冷卻水塔增設擋水簾，減少飛散損失及蒸發量。
5.廁所水龍頭改省水龍頭。
6.將汙泥脫水機清洗水導入廢水系統中再處理過濾後，再用於脫水機脫泥操作，每年亦可節省部分水資源。"
1111005,110,1795,美時,74915.0000,母公司及重要子公司生產基地及研發中心,5.9200,百萬元營業額,N,對比前一年產生量/營業額下降1%
1111005,110,1802,台玻,1880000.0000,僅母公司,,,ISO 50001,每年檢討回收水系統與節水措施，持續減少排放水、提升回收水使用。
1111005,110,1805,寶徠,,,,,N,規劃中
1111005,110,1806,冠軍,127125.0000,自來水,0.0126,產品,N,NA
1111005,110,1808,潤隆,227.0000,僅本公司台北辦公室,,,N,無資料
1111005,110,1809,中釉,22309.0000,僅母公司,,,N,"1.製程窯爐高溫冷卻水排水回收冷卻水塔循環水系統
2.軟水循環過濾系統"
1111005,110,1810,和成,225715.0000,母公司,62.2834,營業額,ISO14001,使用節水設備，設置回收水系統
1111005,110,1817,凱撒衛,347.0000,母公司,2.1600,百萬營業額,N,110年整體用水較上一年度降低8%，持續節約用水，111年度管理目標擬訂較上一年度減量5%
1111005,110,1903,士紙,,,,,N,依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。
1111005,110,1904,正隆,410532.0000,母公司,8.8800,千公升/噸 (工業用紙產量),N,珍惜水資源，正隆透過完善的水資源管理、拓展多元水資源、力行防治管理，以循環、回收及再利用全面提升水資源使用效率，製程用水循環達96.3%，並訂定每年節水1%目標，且持續引進創新節水方案，發揮每一滴水最大效益。
1111005,110,1905,華紙,28574.0000,僅包含台灣所屬營運據點,19.0000,產品,N,提升製程中有效率的循環使用，並訂定每年減量1%的節水目標。
1111005,110,1906,寶隆,,,,,N,落實節水宣導，購買省水標章設備
1111005,110,1907,永豐餘,45556301.0000,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。,9.9300,產品,ISO 14001,"上游：精準預估、合理取用
中游：加嚴控管、循環利用
下游：透明友善、社會共榮"
1111005,110,1909,榮成,4029050.0000,僅母公司,3.7700,產品,N,"水資源管理採用減降用水之方式，於製程中使用高循環使用效率的水資源循環系統，如白水回收、廢水資源化利用等技術。
減量目標為噸紙用水年減6.5%。"
1111005,110,2002,中鋼,44047000.0000,母公司,4.3200,產品,N,"短期目標 (111年)：配合臨海再生水導入，耗用新水量降低46.9%。
中期目標(114年)：規劃和發產業園區(替代履行)再生水導入，耗用新水量降低54.4%。
長期目標(119年)：朝多元水源目標邁進，持續評估使用1.3萬立方米/日海淡水的可行性，預期耗用新水量將降低為64.4%。
註：以106年尚未導入再生水的用水量13萬立方米/日為基準"
1111005,110,2006,東和鋼鐵,2205048.0000,母公司,1.0460,鋼胚產量,ISO 14001，苗栗廠另有 ISO 14046 水足跡管理系統，驗證機構為BV,"本公司重視水資源課題，持續致力各項節水措施；除了採用最佳可行技術（best available technology, BAT）及桃園廠直接熱進軋鋼程序來有效降低單位用水量之外；針對工業用水（冷卻用水、製程用水）再利用，採重複循環方式設計，將冷卻用水、軟水、製程用水等循環使用及回收再利用，並反覆利用至無法再利用之水質才排放至回收水池供次級用水使用，可減少對區外補充水之需求，落實水資源有效利用，例如：製程排水及生活污水，經過妥善處理後收集至回收水池，以中水道或直接利用方式提供非飲用及非與身體接觸之次級用水，包括：綠地澆灌、儲區灑水、爐碴冷卻水、景觀補注水、道路防塵及洗車等雜用水之使用，以降低整體用水量。"
1111005,110,2007,燁興,117576.0000,本公司,,,N,無
1111005,110,2008,高興昌,32845.0000,110年度屏南廠區,0.9200,產品,N,使用地下水並部分回收循環使用
1111005,110,2009,第一銅,201180.0000,僅計算第一伸銅科技股份有限公司臨海廠,1.1884,產品,N,以1.0度/產品(年淨入庫量：公噸)為目標
1111005,110,2010,春源,87162.0000,台灣總公司及北中南各生產營運據點。,0.1091,產品,ISO 14001 環境管理系統,配合全球溫室氣體減量策略發展方向，兼顧資源效率、能源節約、環境保護的永續能源發展目標。
1111005,110,2012,春雨,207.4800,母公司,347.0000,百萬營業額,ISO14001,增加廢水回收率
